Batch plan id,Batch plan/Process(Parent Job),Sequence,Enabled?,Job group(Sub-job),Date & Start Time,Schedule,Status (Automated/Manual),Active vs Non Active,BP sequence,BP name,BP description,Group dependency,Dependency behavior,Command Name,Selection.description,Selection.ID
100011,Monthly accounting operations,10,1,Income recognition rentals,30/11/2021 17:40,Last day Monthly,Automated,Active,6,Contract revision calculation before billing - Monthly (After 20th) - 1st month backdated,Triggers the revision formulas on NPS contracts which have period duration set to Months. Contracts which will be recalculated are those which have a variable interest rate or contracts which have LSC which are set to precomputed = false.,,3058,WBSACalculateRevisionFormulas,Find NPS contracts for Revision calculation - Monthly (After 20th) - 1st month backdated activation,501643
100011,Monthly accounting operations,10,1,Income recognition rentals,31/12/2021 16:23,Last day Monthly,Automated,Active,7,Bill NPS Contracts - Monthly (After 20th) - In Advance - 1st month backdated,Creates billing items for contracts which have period duration = months and are invoiced In Advance,,3058,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly(After 20th) - In Advance - 1st month backdated,501538
100011,Monthly accounting operations,10,1,Income recognition rentals,30/11/2021 17:40,Last day Monthly,Automated,Active,8,Bill NPS Contracts - Monthly (After 20th) - In Arrears - 1st month backdated,Creates billing items for contracts which have period duration = months and are invoiced In Arrears,,3058,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly (After 20th) - In Arrears - 1st month backdated,501539
100011,Monthly accounting operations,10,1,Income recognition rentals,30/11/2021 17:40,Last day Monthly,Automated,Active,15,Calculate Next Bill End Date - Monthly (After 20th) - 2nd month backdated activation,Calculates the Bill Next Due Date on contracts,,3058,ExecuteFormula,Find NPS contracts for Next Bill End Date calculation - Monthly (After 20th) - 2nd month backdated activation,501541
100011,Monthly accounting operations,10,1,Income recognition rentals,30/11/2021 17:40,Last day Monthly,Automated,Active,16,Contract revision calculation before billing - Monthly (After 20th) - 2nd month backdated,Triggers the revision formulas on NPS contracts which have period duration set to Months. Contracts which will be recalculated are those which have a variable interest rate or contracts which have LSC which are set to precomputed = false.,,3058,WBSACalculateRevisionFormulas,Find NPS contracts for Revision calculation - Monthly (After 20th) - 2nd month backdated activation,501644
100011,Monthly accounting operations,10,1,Income recognition rentals,30/11/2021 17:40,Last day Monthly,Automated,Active,17,Bill NPS Contracts - Monthly (After 20th) - In Advance - 2nd month backdated,Creates billing items for contracts which have period duration = months and are invoiced In Advance,,3058,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly (After 20th) - In Advance - 2nd month backdated - 2021-07-01 11:08:43,501542
100011,Monthly accounting operations,10,1,Income recognition rentals,30/11/2021 17:40,Last day Monthly,Automated,Active,18,Bill NPS Contracts - Monthly (After 20th) - In Arrears - 2nd month backdated,Creates billing items for contracts which have period duration = months and are invoiced In Arrears,,3058,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly (After 20th) - In Arrears - 2nd month backdated,501543
100011,Monthly accounting operations,10,1,Income recognition rentals,30/11/2021 17:40,Last day Monthly,Automated,Active,20,Calculate Next Bill End Date - Monthly (After 20th) - 3rd month backdated activation,Calculates the Bill Next Due Date on contracts,,3058,ExecuteFormula,Find NPS contracts for Next Bill End Date calculation - Monthly (After 20th) - 3rd month backdated activation,501544
100011,Monthly accounting operations,10,1,Income recognition rentals,30/11/2021 17:40,Last day Monthly,Automated,Active,21,Contract revision calculation before billing - Monthly (After 20th) - 3rd month backdated,Triggers the revision formulas on NPS contracts which have period duration set to Months. Contracts which will be recalculated are those which have a variable interest rate or contracts which have LSC which are set to precomputed = false.,,3058,WBSACalculateRevisionFormulas,Find NPS contracts for Revision calculation - Monthly (After 20th) - 3rd month backdated activation,501645
100011,Monthly accounting operations,10,1,Income recognition rentals,30/11/2021 17:40,Last day Monthly,Automated,Active,22,Bill NPS Contracts - Monthly (After 20th)- In Advance - 3rd month backdated,Creates billing items for contracts which have period duration = months and are invoiced In Advance,,3058,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly (After 20th) - In Advance - 3rd month backdated,501545
100011,Monthly accounting operations,10,1,Income recognition rentals,30/11/2021 17:40,Last day Monthly,Automated,Active,25,Calculate Next Bill End Date - Monthly (After 20th) - for current month income recognition,Calculates the Bill Next Due Date on contracts,,3058,ExecuteFormula,Find NPS contracts for Next Bill End Date calculation - Monthly (After 20th) - current month income recognition,501550
100011,Monthly accounting operations,10,1,Income recognition rentals,30/11/2021 17:40,Last day Monthly,Automated,Active,26,Contract revision calculation before billing - Monthly (After 20th) - current month,Triggers the revision formulas on NPS contracts which have period duration set to Months. Contracts which will be recalculated are those which have a variable interest rate or contracts which have LSC which are set to precomputed = false.,,3058,WBSACalculateRevisionFormulas,Find NPS contracts for Next Bill End Date calculation - Monthly (After 20th) - current month income recognition,501550
100011,Monthly accounting operations,10,1,Income recognition rentals,30/11/2021 17:41,Last day Monthly,Automated,Active,27,Bill NPS Contracts - Monthly (After 20th) - In Advance - current month income recognition,Creates billing items for contracts which have period duration = months and are invoiced In Advance,,3058,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly (After 20th) - In Advance - current month income recognition,501551
100011,Monthly accounting operations,10,1,Income recognition rentals,30/11/2021 17:41,Last day Monthly,Automated,Active,28,Bill NPS Contracts - Monthly (After 20th) - In Arrears - current month income recognition,Creates billing items for contracts which have period duration = months and are invoiced In Arrears,,3058,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly (After 20th) - In Arrears - current month income recognition,501552
100011,Monthly accounting operations,10,1,Income recognition rentals,30/11/2021 17:41,Last day Monthly,Automated,Active,30,SU INC income recognition rentals - 3rd month backdated activation,,,3058,SofTriggerAutoPostingTemplate,Find OL contracts for income recognition - backdated activation,501432
100011,Monthly accounting operations,10,1,Income recognition rentals,30/11/2021 17:41,Last day Monthly,Automated,Active,31,SU INC income recognition rentals - 2nd month backdated activation,,,3058,SofTriggerAutoPostingTemplate,Find OL contracts for income recognition - backdated activation,501432
100011,Monthly accounting operations,10,1,Income recognition rentals,30/11/2021 17:41,Last day Monthly,Automated,Active,32,SU INC income recognition rentals - 1st month backdated activation,,,3058,SofTriggerAutoPostingTemplate,Find OL contracts for income recognition - backdated activation,501432
100011,Monthly accounting operations,10,1,Income recognition rentals,30/11/2021 17:41,Last day Monthly,Automated,Active,40,SU INC income recognition rentals - current month - active contracts,,,3058,SofTriggerAutoPostingTemplate,Find OL contracts for income recognition,501431
100011,Monthly accounting operations,10,1,Income recognition rentals,30/11/2021 18:28,Last day Monthly,Automated,Active,45,SU INC income recognition rentals - current month - terminated contracts,,,3058,SofTriggerAutoPostingTemplate,Terminated contracts for income recognition,501440
100011,Monthly accounting operations,10,1,Income recognition rentals,30/11/2021 18:29,Last day Monthly,Automated,Active,46,Reverse NPS billing items after income recognition,,,3058,ReverseNPSContractBilling,NPS Billing Items to be reversed after income recognition,501430
100011,Monthly accounting operations,30,1,Income recognition upfronts,30/11/2021 18:36,Last day Monthly,Automated,Active,1,SU INC income recognition upfronts (customer - trade in - RMT Admin Fee - GBB Fee),Treats all income recognition assets with status active or initialized (belonging to the income recognition portfolio).,,3058,ProcessAsset,Active Income Recognition Assets,501420
100011,Monthly accounting operations,40,1,Contract wash out,30/11/2021 18:38,Last day Monthly,Automated,Active,1,Contract Wash out after contract termination,,,3058,SofTriggerAutoPostingTemplate,Terminated contracts to be washed out,501405
100011,Monthly accounting operations,50,0,Process bad debt provisions - Sundry journal import,15/11/2021 07:51,On demand (deferred),Automated,Active,1,SOF_SundryPaymentDocument_Import,Register at contract level the required sundry postings via journal import,,3058,ExecuteConnector,,
100011,Monthly accounting operations,999,0,Monthly cost recognition - MRI,,Disabled,Automated,Non Active,1,Monthly cost recognition prepaid expenses,Contains all auto posting templates with the posting event type 'Accrual Posting',,3058,AccrualPostingCommand,,
100013,Direct debit/credit,0,0,Update sales invoice payment preference,17/11/2021 23:30,Night,,,1,Update sales invoice payment preference,"Bulk job to be run on an ad hoc basis to update the payment preference on sales invoices.
Selection on the bulk job will retrieve sales invoice where the bank account is null and payment method is Direct Debit.",,3058,UpdateOutgoingInvoicesWithPaymentPreference,Find outstanding direct debit sales invoices without bank account,501125
100013,Direct debit/credit,1,0,Direct debit collection - Create,17/11/2021 23:30,Night,Manual,Active,1,Direct Debit Collection WesBank,Direct debit collection to run on a daily basis,,3058,DirectDebitCollection,Find customer with outstanding payables for direct debit,501022
100013,Direct debit/credit,2,0,Direct debit collection - Export,17/11/2021 23:36,Night,Manual,Active,1,WBSA_Direct_Debit_Export,Direct debit export to run on a daily basis,,3058,ExecuteConnector,,
100013,Direct debit/credit,3,0,Direct debit collection - Hash file import / confirmation file export,17/11/2021 23:30,Night,Manual,Active,1,WBSA_ACB_DirectDebit_Confirmation,Direct debit hash file import / confirmation file export,,3058,ExecuteConnector,,
100013,Direct debit/credit,4,0,DIrect debit collection - Load report import,17/11/2021 23:30,Night,Manual,Active,1,WBSA_DirectDebit_LoadReport_Import,Direct debit load report import,,3058,ExecuteConnector,,
100013,Direct debit/credit,5,0,Direct debit collection - Export Re-run,01/12/2021 12:11,On demand (deferred),Manual,Active,1,WBSA_Direct_Debit_Export - Re-run,Direct debit export to run on a daily basis,,3058,ExecuteConnector,,
100013,Direct debit/credit,20,1,Direct credit payment - Create,16/11/2021 12:00,Morning,Automated,Active,0,Update posted vehicle purchase invoice to On Hold,,501339,3058,UpdateAttribute,Find outstanding posted vehicle purchase invoices,501215
100013,Direct debit/credit,20,1,Direct credit payment - Create,16/11/2021 12:00,Morning,Automated,Active,1,Vehicle Disposal Only - Update vehicle sales invoice credit note to Direct Credit Payment,Updates the payment method on the credit note to refund the sales proceeds to the customer for the vehicle disposal only service to Direct Credit Payment when the related vehicle sales invoice is no longer outstanding.,501339,3058,UpdateAttribute,Find vehicle purchase sales invoice credit note (vehicle disposal only),501346
